
---------- Begin Simulation Statistics ----------
simSeconds                                   0.553718                       # Number of seconds simulated (Second)
simTicks                                 553717999000                       # Number of ticks simulated (Tick)
finalTick                                553717999000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                   4278.29                       # Real time elapsed on the host (Second)
hostTickRate                                129425216                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    9287984                       # Number of bytes of host memory used (Byte)
simInsts                                    700000000                       # Number of instructions simulated (Count)
simOps                                     1382784764                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   163617                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     323210                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu.numCycles                       1107435999                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               1.582051                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               0.632091                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                      1711797627                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                    51723                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                     1642353278                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                8905042                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined            329064509                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined         506905433                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved               48189                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples          1006569312                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               1.631635                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              2.328380                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::underflows                0      0.00%      0.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::0                 580775623     57.70%     57.70% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::1                  64933870      6.45%     64.15% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::2                  66802779      6.64%     70.79% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::3                  68828786      6.84%     77.62% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::4                  70433506      7.00%     84.62% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::5                  47662930      4.74%     89.36% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::6                  53386556      5.30%     94.66% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::7                  33002614      3.28%     97.94% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::8                  20742648      2.06%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::overflows                 0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::min_value                 0                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::max_value                 8                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::total            1006569312                       # Number of insts issued each cycle (Count)
system.cpu.statFuBusy::No_OpClass                   0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntAlu                39102282     81.52%     81.52% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntMult                      0      0.00%     81.52% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntDiv                      30      0.00%     81.52% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatAdd                     0      0.00%     81.52% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCmp                     0      0.00%     81.52% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCvt                   531      0.00%     81.52% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMult                    0      0.00%     81.52% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMultAcc                 0      0.00%     81.52% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatDiv                     0      0.00%     81.52% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMisc                    0      0.00%     81.52% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatSqrt                    0      0.00%     81.52% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdAdd                      2      0.00%     81.52% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::SimdAddAcc                   0      0.00%     81.52% # attempts to use FU when none available (Count)
