
---------- Begin Simulation Statistics ----------
simSeconds                                   0.188513                       # Number of seconds simulated (Second)
simTicks                                 188513426500                       # Number of ticks simulated (Tick)
finalTick                                188513426500                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                   3020.24                       # Real time elapsed on the host (Second)
hostTickRate                                 62416721                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    8643312                       # Number of bytes of host memory used (Byte)
simInsts                                    700000003                       # Number of instructions simulated (Count)
simOps                                     1282330815                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   231770                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     424579                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu.numCycles                        377026854                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               0.538610                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               1.856632                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                      1432877365                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                      650                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                     1395946039                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                1672063                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined            150547188                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined         238180185                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                 146                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples           376418660                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               3.708493                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              2.522629                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::underflows                0      0.00%      0.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::0                  60984969     16.20%     16.20% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::1                  35117099      9.33%     25.53% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::2                  37657815     10.00%     35.53% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::3                  40661239     10.80%     46.34% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::4                  40982127     10.89%     57.22% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::5                  46603079     12.38%     69.61% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::6                  54034898     14.35%     83.96% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::7                  40643170     10.80%     94.76% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::8                  19734264      5.24%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::overflows                 0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::min_value                 0                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::max_value                 8                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::total             376418660                       # Number of insts issued each cycle (Count)
system.cpu.statFuBusy::No_OpClass                   0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntAlu                29685861     83.11%     83.11% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntMult                      0      0.00%     83.11% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntDiv                       0      0.00%     83.11% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatAdd                     0      0.00%     83.11% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCmp                     0      0.00%     83.11% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCvt                     0      0.00%     83.11% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMult                    0      0.00%     83.11% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMultAcc                 0      0.00%     83.11% # attempts to use FU when none available (Count)
