
---------- Begin Simulation Statistics ----------
simSeconds                                   0.536743                       # Number of seconds simulated (Second)
simTicks                                 536742987500                       # Number of ticks simulated (Tick)
finalTick                                536742987500                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                   4272.19                       # Real time elapsed on the host (Second)
hostTickRate                                125636643                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    8854032                       # Number of bytes of host memory used (Byte)
simInsts                                    700000005                       # Number of instructions simulated (Count)
simOps                                     1033589441                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   163851                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     241935                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu.numCycles                       1073485976                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               1.533551                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               0.652081                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                      2056777442                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                     1384                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                     1791896374                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                1363050                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined           1023189287                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined        1554478088                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                1210                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples          1073344097                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               1.669452                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              2.315747                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::underflows                0      0.00%      0.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::0                 620099483     57.77%     57.77% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::1                  55314954      5.15%     62.93% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::2                  55667300      5.19%     68.11% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::3                  98428190      9.17%     77.28% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::4                  68551575      6.39%     83.67% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::5                  49815489      4.64%     88.31% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::6                  83709220      7.80%     96.11% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::7                  29639903      2.76%     98.87% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::8                  12117983      1.13%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::overflows                 0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::min_value                 0                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::max_value                 8                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::total            1073344097                       # Number of insts issued each cycle (Count)
system.cpu.statFuBusy::No_OpClass                   0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntAlu                21262607     97.14%     97.14% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntMult                      0      0.00%     97.14% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntDiv                       0      0.00%     97.14% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatAdd                     0      0.00%     97.14% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCmp                     0      0.00%     97.14% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCvt                     1      0.00%     97.14% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMult                    0      0.00%     97.14% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMultAcc                 0      0.00%     97.14% # attempts to use FU when none available (Count)
